elo_home,elo_away,form_home_5,form_away_5,gf_home_5,ga_home_5,gf_away_5,ga_away_5,attack_home,defense_home,attack_away,defense_away,avg_shots_home_5,avg_shots_away_5,avg_sot_home_5,avg_sot_away_5,avg_corners_home_5,avg_corners_away_5,avg_yellow_home_5,avg_yellow_away_5,avg_red_home_5,avg_red_away_5,target
1508.8740566615215,1508.371440174737,7.5,7.5,1.75,2.0,1.25,0.75,1.75,2.0,1.25,0.75,,,,,,,,,,,2
1480.837501351848,1518.38590663002,6.0,10.5,0.8,1.4,1.2,0.6,0.8,1.4,1.2,0.6,,,,,,,,,,,0
1498.8595902062386,1517.0393229605893,7.5,10.5,1.4,1.8,0.8,0.6,1.4,1.8,0.8,0.6,,,,,,,,,,,1
1501.0688726179126,1508.89880763829,7.5,9.0,1.0,0.6,1.6,1.0,1.0,0.6,1.6,1.0,,,,,,,,,,,0
1471.1406158143386,1472.230997071195,0.0,1.5,0.0,1.0,0.75,2.0,0.0,1.0,0.75,2.0,,,,,,,,,,,0
1490.0,1518.5984987792044,1.5,7.5,0.5,1.0,2.333333333333333,1.0,0.5,1.0,2.333333333333333,1.0,,,,,,,,,,,1
1491.1314231527388,1526.4106014224224,9.0,12.0,1.6,1.2,3.0,1.6,1.6,1.2,3.0,1.6,,,,,,,,,,,2
1499.4665689482758,1517.473231528075,3.0,9.0,1.0,1.0,1.2,0.8,1.0,1.0,1.2,0.8,,,,,,,,,,,0
1507.8150961361364,1506.9554216597726,9.0,7.5,0.4,0.2,0.8,0.6,0.4,0.2,0.8,0.6,,,,,,,,,,,0
1502.4662276281983,1509.1454499993888,6.0,6.0,1.25,1.75,1.3333333333333333,0.6666666666666666,1.25,1.75,1.3333333333333333,0.6666666666666666,,,,,,,,,,,1
1500.3970738460164,1535.3986606001974,6.0,12.0,1.5,1.0,3.0,1.6,1.5,1.0,3.0,1.6,,,,,,,,,,,0
